Product,SalesAmount,ORDERDATE,PRODUCTCODE
10283,1693.56,8/20/2004 0:00,S72_3212
10293,1921.92,09-09-2004 00:00,S72_3212
10306,2082.85,10/14/2004 0:00,S72_3212
10315,2227.6,10/29/2004 0:00,S72_3212
10327,3209.38,11-10-2004 00:00,S72_3212
10337,4080.72,11/21/2004 0:00,S72_3212
10350,2244.4,12-02-2004 00:00,S72_3212
10373,3978.51,1/31/2005 0:00,S72_3212
10386,5417.57,03-01-2005 00:00,S72_3212
10397,2116.16,3/28/2005 0:00,S72_3212
10414,3079.44,05-06-2005 00:00,S72_3212
